Btop,Bjungle,Bmid,Bbot,Bsupport,Rtop,Rjungle,Rmid,Rbot,Rsupport,Bwin
2,82,112,124,11,16,36,31,27,50,0
94,61,123,120,117,93,36,2,100,101,0
134,51,88,48,3,2,139,66,27,77,0
140,35,45,46,11,133,63,93,27,103,0
40,63,31,46,42,112,36,17,8,12,0
27,101,17,148,119,40,25,55,140,77,1
93,63,88,100,3,32,79,112,46,42,0
123,79,93,72,103,55,36,112,8,119,0
16,36,113,100,11,44,51,141,8,66,0
16,57,31,98,66,44,63,112,100,114,1
2,26,116,48,101,16,63,31,7,119,0
40,25,29,15,11,65,63,134,48,101,0
112,24,16,48,119,2,61,123,27,3,0
112,61,2,46,103,134,115,83,8,87,0
73,79,45,27,11,70,63,85,8,119,0
16,79,31,48,42,29,94,113,146,11,0
84,24,88,100,77,101,36,60,46,119,0
16,25,141,98,35,2,36,112,140,3,0
40,36,2,49,85,126,35,140,46,66,0
45,92,83,7,101,93,36,17,57,117,0
45,57,2,46,3,66,82,31,48,87,0
66,61,141,7,77,40,79,2,46,35,0
97,37,52,15,11,96,61,148,46,42,0
16,36,52,15,119,2,79,20,100,114,0
16,36,83,100,117,44,24,2,27,101,0
78,61,112,100,14,70,82,31,46,101,0
150,36,2,72,62,84,61,123,7,119,0
40,51,65,46,50,66,36,123,115,87,0
97,134,64,46,85,66,36,53,8,119,0
0,61,112,124,16,134,36,2,46,11,0
2,36,53,65,101,134,25,85,49,119,0
40,61,66,8,100,16,43,83,72,144,0
134,51,101,124,90,93,115,40,46,50,0
40,51,93,8,114,32,134,83,48,85,1
44,63,65,72,62,86,36,112,15,11,0
66,51,65,27,101,16,57,112,100,62,1
134,36,83,8,42,93,79,2,49,119,1
122,35,83,65,85,66,37,17,27,11,0
16,25,145,46,134,93,79,141,27,85,0
2,82,112,124,11,16,36,31,27,50,0
44,36,30,46,101,16,61,112,27,85,1
24,79,45,7,62,55,134,65,124,90,1
44,36,112,124,90,32,57,148,98,101,0
133,36,52,7,3,32,24,83,27,35,0
66,36,115,45,3,103,63,141,8,101,0
96,134,112,98,62,16,24,31,100,3,0
16,82,112,8,119,134,139,2,46,90,0
16,36,112,46,103,65,79,44,8,87,0
93,25,31,8,119,84,61,2,100,85,0
2,61,112,46,114,16,63,31,27,87,1
93,61,113,46,85,16,92,17,27,62,0
16,36,105,46,3,29,63,112,15,66,0
103,36,2,46,101,134,61,83,100,119,1
93,25,83,8,101,65,37,132,128,74,0
16,24,40,8,85,93,134,123,27,14,0
16,79,31,48,42,29,94,113,146,11,0
141,37,123,8,103,16,82,52,27,101,0
134,54,148,128,77,70,36,9,27,11,0
93,63,45,146,85,145,57,31,46,114,0
112,79,65,48,87,16,63,40,111,85,0
133,36,52,7,3,32,24,83,27,35,0
84,139,30,27,66,45,37,17,8,101,0
16,54,31,48,85,44,36,83,15,67,1
29,134,112,65,42,49,25,16,8,3,0
16,63,45,46,110,134,36,31,27,62,0
84,35,140,27,11,112,24,45,48,101,0
55,61,83,46,85,16,92,112,100,114,1
45,56,83,8,66,93,79,101,15,42,0
53,61,140,148,101,93,36,123,48,85,0
101,36,113,48,87,66,63,65,46,3,0
44,25,123,100,114,16,115,65,7,85,0
31,37,66,124,117,103,61,123,49,90,0
84,57,52,8,12,150,37,148,7,119,1
93,24,65,27,143,89,63,2,48,101,0
103,57,97,46,87,93,63,141,7,119,0
44,36,112,48,101,16,24,31,27,143,0
37,36,78,8,117,93,57,31,46,90,0
32,139,2,15,62,96,79,88,72,101,0
93,61,123,72,62,65,25,16,8,103,0
44,139,31,46,117,55,37,83,27,85,0
93,61,9,7,31,16,79,24,46,101,0
37,57,52,15,90,128,36,112,27,3,0
16,37,112,46,62,44,54,2,8,101,0
94,24,141,72,62,103,79,2,100,101,0
134,36,24,48,62,93,79,113,27,3,0
2,36,31,8,50,66,57,113,100,85,1
16,63,45,46,110,134,36,31,27,62,1
44,79,88,8,67,2,36,16,127,11,0
66,61,93,46,62,32,63,2,8,3,0
45,134,52,27,87,93,51,2,49,85,1
16,57,2,15,67,93,79,112,27,50,0
45,79,88,72,90,16,63,83,124,117,0
32,63,112,48,101,16,37,31,27,85,0
112,24,16,48,119,2,61,123,27,3,0
32,61,2,46,85,112,79,93,65,3,1
16,134,31,46,110,34,79,93,15,42,0
93,36,83,8,101,89,61,60,15,85,0
101,92,112,27,62,103,61,2,100,119,0
16,51,64,48,119,73,79,88,72,3,0
89,37,112,8,3,93,36,2,15,12,0
70,79,40,46,119,55,36,2,27,90,1
68,134,2,98,85,16,112,144,100,114,0
40,36,31,46,77,32,63,123,8,87,1
93,61,31,46,90,2,36,112,15,74,0
16,36,31,8,14,84,57,83,98,62,0
84,36,132,7,11,103,63,148,8,101,0
134,36,148,46,11,93,79,52,100,114,0
70,79,113,8,50,44,36,24,15,11,0
133,36,52,7,3,32,24,83,27,35,1
66,57,148,8,11,40,101,31,27,50,0
112,61,65,48,119,101,36,17,72,62,0
134,79,112,100,85,27,37,116,55,14,1
29,134,112,65,42,49,25,16,8,3,0
29,36,60,127,119,16,57,31,46,101,0
66,36,31,8,35,16,54,112,46,85,0
2,61,141,27,62,65,139,148,8,119,0
34,36,112,7,119,40,24,101,46,12,0
112,134,101,49,103,81,36,2,46,90,0
66,61,141,7,77,40,79,2,46,35,1
2,63,65,27,101,84,94,112,46,119,0
66,61,2,27,143,133,36,31,15,11,0
96,43,31,46,85,66,37,148,15,14,0
45,134,52,27,87,93,51,2,49,85,0
133,36,52,7,3,32,24,83,27,35,1
44,36,123,27,11,16,134,31,107,3,0
103,51,52,27,101,44,24,93,128,144,0
55,36,141,46,85,45,63,52,8,87,0
45,36,123,98,101,16,61,31,46,62,0
84,134,112,46,85,94,37,81,8,119,0
2,112,40,48,62,86,25,101,8,66,1
100,49,66,36,114,65,134,101,46,112,0
66,37,148,48,90,84,61,83,124,119,0
65,79,126,46,11,84,63,45,124,90,0
40,63,116,48,62,32,37,31,27,119,0
40,115,101,98,90,16,63,112,65,3,0
16,24,40,46,11,134,36,83,8,62,1
55,61,20,7,62,112,139,2,27,85,1
66,36,148,8,86,93,79,123,46,85,0
68,36,112,46,85,16,139,31,127,101,1
66,57,83,27,86,101,36,50,124,90,0
16,36,148,72,138,134,61,83,27,62,1
55,36,141,46,85,45,63,52,8,87,0
45,36,115,100,14,40,57,31,8,90,0
103,57,97,46,87,93,63,141,7,119,0
93,61,31,46,90,2,36,112,15,74,1
94,61,123,120,117,93,36,2,100,101,0
134,35,30,65,87,66,36,83,46,42,0
93,36,83,8,101,89,61,60,15,85,1
44,63,78,98,35,55,41,80,27,101,0
45,36,148,8,101,70,79,120,27,11,1
66,51,93,98,77,21,36,112,140,3,0
144,79,40,15,67,16,36,2,46,101,0
16,36,112,46,103,65,79,44,8,87,1
55,63,141,98,90,44,139,123,100,3,0
112,61,2,46,103,134,115,83,8,87,0
93,36,113,98,77,134,63,1,100,114,1
126,63,52,8,85,83,79,93,46,101,0
45,61,52,72,103,83,79,32,7,119,1
37,57,52,15,90,128,36,112,27,3,1
101,36,17,134,85,93,115,112,8,114,0
97,36,112,8,114,88,79,133,46,62,0
84,36,65,107,85,93,115,141,27,101,1
97,134,64,46,85,66,36,53,8,119,0
16,36,112,48,101,44,25,65,100,119,0
29,36,60,127,119,16,57,31,46,101,0
45,37,83,46,62,44,63,112,15,119,0
103,139,60,49,101,112,63,116,46,85,0
136,63,123,8,85,65,36,148,27,3,0
65,94,112,146,101,68,36,17,100,3,0
2,134,65,8,42,112,79,40,46,101,0
136,79,141,48,66,16,36,31,27,87,0
103,61,112,127,14,101,25,2,8,85,0
103,79,60,15,62,134,63,101,46,85,0
112,79,93,27,74,40,36,52,8,70,0
16,36,52,100,11,134,79,32,8,119,1
44,56,113,98,77,103,36,123,140,3,0
112,134,101,49,103,81,36,2,46,90,0
66,36,2,7,77,133,37,83,46,62,1
96,134,112,98,62,16,24,31,100,3,0
29,81,65,100,101,16,79,83,8,42,1
66,37,148,48,90,84,61,83,124,119,0
65,63,141,72,85,105,36,83,27,101,0
103,79,60,8,14,86,63,123,46,85,0
20,63,78,8,42,100,81,94,57,62,0
65,61,2,100,101,32,36,31,46,119,1
16,25,123,46,3,44,79,141,7,42,0
44,63,116,27,101,16,36,31,8,66,0
29,79,31,100,35,2,139,141,27,90,1
35,36,123,8,11,16,61,112,27,143,0
93,115,40,8,119,66,36,112,15,74,0
32,36,52,27,11,103,54,113,46,119,1
16,25,141,98,35,2,36,112,140,3,0
134,36,83,8,42,93,79,2,49,119,0
45,63,24,98,117,44,139,112,100,3,0
29,134,112,65,42,49,25,16,8,3,0
44,92,31,46,16,134,57,17,27,101,0
44,63,78,98,35,55,41,80,27,101,0
65,112,93,48,101,17,57,83,100,90,0
16,24,112,8,11,40,61,101,124,117,1
66,81,116,7,14,103,36,140,48,62,0
2,63,65,27,101,84,94,112,46,119,0
16,57,31,98,66,44,63,112,100,114,0
40,63,31,46,42,112,36,17,8,12,1
66,57,31,124,90,55,115,101,48,70,0
97,61,2,100,103,32,92,148,46,62,1
45,36,52,8,119,93,57,148,27,50,1
40,51,93,8,114,32,134,83,48,85,0
27,79,29,65,143,16,36,113,8,77,0
65,36,123,15,14,2,61,112,8,62,0
37,57,52,15,90,128,36,112,27,3,0
84,63,16,27,101,112,139,93,65,143,1
45,37,83,46,62,44,63,112,15,119,0
66,57,83,46,101,96,36,31,8,119,0
144,63,140,46,62,16,61,112,27,85,0
103,36,83,140,117,16,25,112,100,119,0
32,51,2,27,87,66,37,1,72,90,0
45,36,123,27,143,16,63,65,100,101,0
66,139,146,113,87,70,94,112,7,119,0
112,82,40,107,143,52,63,103,128,119,0
44,36,112,100,3,32,37,83,27,85,0
86,94,65,146,101,20,79,141,8,119,0
16,51,64,48,119,73,79,88,72,3,0
16,36,17,49,85,55,139,112,72,114,1
45,36,2,46,62,65,63,123,8,101,0
93,61,112,8,101,16,51,83,46,119,0
16,63,145,46,101,45,79,136,27,14,1
16,36,148,100,42,96,61,60,46,11,1
101,36,83,140,35,134,28,112,27,16,0
70,61,1,46,3,32,24,145,48,101,0
65,94,112,146,101,68,36,17,100,3,1
2,61,52,46,114,16,36,83,127,62,1
45,63,31,46,119,86,36,112,8,101,0
32,51,2,27,87,66,37,1,72,90,0
2,61,141,27,62,65,139,148,8,119,0
93,25,141,100,62,45,28,16,8,101,0
16,79,50,46,101,45,36,60,8,119,0
16,36,112,120,3,70,37,83,98,101,0
16,79,30,120,3,66,61,65,98,62,0
44,63,65,72,62,86,36,112,15,11,0
68,36,52,100,85,45,63,112,7,62,0
136,28,83,65,3,73,37,24,46,103,0
27,37,148,93,11,45,134,83,100,87,0
93,79,40,72,101,52,61,83,8,119,0
93,61,113,46,85,16,92,17,27,62,0
84,79,65,27,87,45,37,97,15,74,0
66,139,146,113,87,70,94,112,7,119,0
16,101,83,46,100,55,139,112,27,11,1
112,79,101,48,85,2,51,116,46,62,0
29,61,97,7,119,16,36,83,15,85,0
2,139,65,27,62,144,36,148,48,14,0
40,63,113,8,119,55,79,65,46,101,0
40,36,2,46,110,65,25,45,27,143,0
45,79,52,46,11,16,134,31,8,119,1
32,61,83,127,119,70,36,52,46,3,0
45,56,83,8,66,93,79,101,15,42,0
0,36,31,65,101,70,57,112,94,110,0
65,94,112,146,101,68,36,17,100,3,0
126,134,31,124,117,65,37,112,8,90,0
65,63,141,72,85,105,36,83,27,101,0
66,57,83,27,62,45,36,97,8,85,0
2,36,130,46,101,93,115,83,65,3,1
16,36,112,46,103,93,25,45,49,101,0
93,51,148,48,77,45,63,2,27,62,0
16,63,52,72,114,84,24,116,46,85,1
134,36,24,48,62,93,79,113,27,3,0
105,36,148,15,74,32,37,112,46,119,0
16,112,116,27,74,94,81,83,48,62,0
93,139,83,46,11,89,79,141,27,110,1
65,112,93,48,101,17,57,83,100,90,1
16,36,31,27,143,73,63,141,46,101,0
2,139,52,46,85,93,79,83,15,119,1
66,36,112,124,3,44,25,87,27,90,0
93,36,112,65,11,16,139,31,27,87,0
66,57,52,46,101,55,36,148,127,62,1
93,139,2,46,42,29,36,31,7,101,0
29,36,123,48,87,101,57,83,46,119,0
16,24,40,8,119,29,112,83,100,101,0
66,57,83,46,101,96,36,31,8,119,0
16,25,30,65,85,44,36,2,72,62,0
65,25,40,48,103,136,54,148,46,114,0
16,79,52,27,62,44,63,2,124,66,0
70,37,52,8,90,141,24,2,46,119,1
16,36,112,100,3,44,134,2,8,35,0
68,139,123,49,101,16,36,2,27,50,0
93,57,24,100,117,16,36,123,27,85,0
2,139,78,27,101,93,36,81,15,119,0
45,63,101,100,87,93,79,80,46,85,0
32,36,112,100,119,16,63,101,27,11,1
103,54,52,98,62,16,36,2,120,115,1
65,51,116,98,62,68,134,113,7,101,0
66,79,140,48,101,65,61,113,46,3,0
66,36,112,127,101,44,139,123,46,62,0
29,24,112,46,85,16,51,65,127,117,1
66,54,40,27,62,126,144,31,52,100,0
66,57,2,15,103,55,36,83,48,101,0
16,57,31,27,90,45,36,123,115,62,0
93,37,112,98,77,16,63,1,15,3,0
44,79,101,100,14,16,61,55,98,117,0
68,134,2,98,85,16,112,144,100,114,0
16,36,148,100,14,84,134,65,98,62,0
126,61,123,27,50,0,36,112,46,77,0
66,61,141,7,77,40,79,2,46,35,0
2,63,45,48,3,40,37,112,27,11,0
40,57,130,27,11,29,92,83,100,90,0
55,61,20,7,62,112,139,2,27,85,0
55,63,141,98,90,44,139,123,100,3,0
2,134,65,8,42,112,79,40,46,101,0
44,51,123,46,3,16,61,2,48,87,1
101,57,31,8,62,16,115,148,100,77,0
93,79,83,27,3,55,36,112,100,101,0
93,79,40,8,119,16,61,83,46,101,1
112,24,16,48,119,2,61,123,27,3,0
32,63,83,7,85,97,61,112,100,101,0
16,51,64,48,119,73,79,88,72,3,1
65,61,148,27,90,86,51,32,7,11,1
112,61,65,48,119,101,36,17,72,62,0
45,36,115,100,14,40,57,31,8,90,0
55,61,112,7,114,16,36,148,46,62,0
66,36,113,7,119,16,57,83,27,62,0
88,63,93,65,14,103,115,94,101,41,0
103,37,97,8,62,112,61,113,48,77,0
134,54,148,128,77,70,36,9,27,11,0
40,104,16,48,77,65,63,31,100,14,0
40,79,144,7,3,2,51,65,100,101,0
136,63,123,46,35,16,139,2,15,11,0
141,92,66,8,119,40,37,112,48,85,1
84,36,2,46,101,112,79,141,8,62,0
44,36,83,46,11,16,63,141,8,101,1
112,36,145,8,12,44,139,24,47,119,0
84,134,112,46,85,94,37,81,8,119,0
44,79,65,27,77,45,36,123,100,50,0
16,36,112,46,101,44,139,83,8,62,1
103,63,113,46,87,65,36,148,27,110,1
17,36,123,120,101,55,79,65,27,143,0
123,134,93,98,77,32,79,88,15,70,1
93,36,112,124,90,32,139,31,100,62,0
93,51,65,8,66,70,36,112,46,81,0
29,79,65,100,86,16,36,113,72,62,0
55,134,52,46,85,101,37,60,15,11,0
16,63,2,72,50,66,36,17,46,77,1
45,79,112,46,3,66,36,83,72,62,0
44,51,123,46,3,16,61,2,48,87,0
2,36,112,8,85,66,61,123,100,101,1
70,36,112,65,85,134,63,45,46,101,0
81,88,93,120,90,38,79,16,100,62,0
16,36,52,46,62,73,56,148,137,90,0
65,61,2,100,101,32,36,31,46,119,0
84,36,112,124,90,16,79,113,48,62,1
16,61,112,98,74,66,37,31,27,90,0
134,36,60,27,87,55,101,16,48,77,0
84,56,83,8,85,45,57,31,46,62,0
55,61,83,46,85,16,92,112,100,114,0
112,134,101,49,103,81,36,2,46,90,0
83,36,40,27,90,45,51,141,8,117,0
68,36,52,49,119,136,79,31,8,14,0
44,25,0,48,62,68,36,112,15,74,0
27,36,17,2,50,29,139,112,8,66,0
93,24,65,27,143,89,63,2,48,101,0
101,36,2,46,130,66,139,148,70,100,0
44,139,113,7,50,16,61,24,27,85,0
40,25,145,98,62,81,37,66,124,90,0
93,79,2,27,62,68,36,112,48,77,0
45,56,60,98,100,65,54,112,128,66,0
45,79,116,48,85,40,61,65,8,103,0
93,63,148,46,62,66,57,83,15,74,0
81,88,93,120,90,38,79,16,100,62,0
55,37,112,100,119,2,134,148,8,101,0
101,92,65,8,14,2,61,51,27,85,0
16,112,116,27,74,94,81,83,48,62,0
112,82,40,107,143,52,63,103,128,119,0
65,51,116,98,62,68,134,113,7,101,1
16,36,112,120,3,70,37,83,98,101,0
16,36,52,27,117,126,79,31,128,101,0
93,63,123,27,14,84,36,52,46,101,1
16,57,2,15,67,93,79,112,27,50,0
101,57,31,8,62,16,115,148,100,77,1
32,139,123,46,62,133,36,9,49,85,0
133,61,31,7,119,150,37,123,49,101,0
96,79,141,49,101,94,57,146,81,87,0
16,61,113,100,31,29,25,27,65,87,0
32,61,83,46,62,133,36,123,27,50,0
16,61,2,27,3,44,57,112,8,119,0
16,36,112,46,42,84,57,148,8,119,0
93,79,24,98,62,94,36,113,46,35,1
134,51,101,124,90,93,115,40,46,50,0
84,36,2,27,87,123,139,115,65,101,0
93,24,112,48,87,134,61,17,46,90,0
37,36,78,8,117,93,57,31,46,90,0
112,24,16,48,119,2,61,123,27,3,0
65,61,112,100,114,45,81,68,140,3,0
45,36,123,46,85,93,63,141,8,101,0
44,36,112,46,101,93,25,65,8,119,0
16,54,31,48,85,44,36,83,15,67,0
16,36,148,100,42,96,61,60,46,11,0
44,37,148,72,12,126,36,97,65,11,1
18,63,141,8,119,112,79,65,27,62,0
16,57,31,7,110,29,36,148,27,50,1
97,139,148,48,62,55,36,123,27,114,0
103,61,83,48,101,29,51,123,8,11,0
112,36,24,98,62,40,79,84,124,90,1
94,63,116,146,87,93,36,148,8,62,0
93,51,148,48,77,45,63,2,27,62,1
112,61,65,48,119,101,36,17,72,62,0
45,25,123,8,101,112,37,81,46,85,0
45,63,16,46,77,44,36,112,27,50,0
40,79,93,72,85,45,24,101,27,119,1
16,56,31,27,50,44,36,112,48,101,0
16,36,112,48,101,44,25,65,100,119,0
94,24,88,27,42,2,131,116,48,101,0
32,51,52,46,119,112,37,65,27,101,0
40,51,93,8,114,32,134,83,48,85,0
16,63,101,27,85,134,54,148,8,114,0
66,37,31,8,11,112,63,65,124,90,0
45,79,112,98,117,66,37,24,7,90,0
128,57,24,98,77,93,79,133,46,62,1
84,36,31,100,117,93,63,116,27,62,0
66,36,148,8,86,93,79,123,46,85,0
103,37,97,8,62,112,61,113,48,77,0
112,37,81,46,85,133,134,123,128,62,0
40,63,44,48,62,16,36,31,27,14,0
148,139,66,124,143,136,51,83,100,77,0
93,24,101,65,67,16,61,112,27,77,0
29,112,65,100,3,16,79,113,8,85,0
16,24,40,98,70,93,36,112,100,77,0
40,37,112,27,143,16,54,31,48,3,0
103,57,97,46,87,93,63,141,7,119,0
29,134,112,7,50,16,61,83,46,101,0
103,37,97,8,62,112,61,113,48,77,0
65,37,24,15,42,16,56,31,48,117,1
116,57,2,98,62,32,36,24,15,74,0
93,79,83,27,3,55,36,112,100,101,1
68,35,140,8,14,103,82,2,46,62,0
40,63,116,48,62,32,37,31,27,119,0
134,24,30,46,11,32,79,93,49,119,0
84,36,2,46,101,112,79,141,8,62,0
45,36,31,46,3,16,81,148,8,119,0
29,36,60,127,119,16,57,31,46,101,0
45,79,70,48,101,86,36,116,7,62,0
112,54,144,46,100,84,36,66,7,119,0
52,112,134,46,119,93,51,83,15,74,0
40,36,112,16,35,93,94,123,140,103,0
44,139,113,7,50,16,61,24,27,85,0
66,57,88,27,101,52,139,148,8,87,0
55,61,20,7,62,112,139,2,27,85,0
103,56,60,8,85,32,37,148,46,11,0
106,61,24,27,143,35,26,140,98,77,1
29,51,141,100,62,16,26,83,8,50,0
96,134,112,98,62,16,24,31,100,3,0
17,36,123,120,101,55,79,65,27,143,1
16,79,141,46,85,53,37,116,27,117,0
84,36,83,101,67,112,61,31,98,62,0
94,139,81,49,119,16,36,17,8,114,0
17,36,123,120,101,55,79,65,27,143,0
94,61,81,8,62,45,63,101,15,74,0
66,57,148,8,11,40,101,31,27,50,0
93,36,123,100,62,141,37,2,127,85,1
65,61,144,49,119,16,35,140,15,42,0
103,54,40,27,11,16,37,31,100,90,0
66,24,88,15,67,136,36,148,46,77,0
65,57,31,100,101,68,51,116,27,85,0
65,54,112,46,101,66,36,88,72,62,0
40,101,16,7,66,29,139,113,65,90,0
84,56,83,8,85,45,57,31,46,62,0
134,51,141,8,50,93,63,38,15,119,0
123,134,93,98,77,32,79,88,15,70,1
2,115,101,27,90,70,79,132,8,85,0
2,57,83,120,117,93,36,123,49,119,0
93,36,112,124,66,16,115,116,7,101,0
134,139,81,140,11,93,36,60,46,100,0
84,139,30,27,66,45,37,17,8,101,0
44,51,123,46,3,16,61,2,48,87,0
65,61,96,8,119,101,36,148,46,62,0
45,36,123,98,101,16,61,31,46,62,0
45,79,101,15,74,40,51,88,120,90,0
144,54,140,8,11,112,36,105,27,119,0
101,63,83,100,3,16,24,65,8,14,0
106,63,112,128,66,40,79,45,98,77,0
20,37,83,8,101,94,25,88,46,87,0
84,24,88,100,77,101,36,60,46,119,0
45,139,1,46,101,66,24,141,48,77,0
84,57,52,8,12,150,37,148,7,119,0
45,134,52,27,87,93,51,2,49,85,0
65,36,73,100,3,94,63,81,27,101,0
93,63,88,46,70,16,25,31,48,101,0
84,134,112,72,119,101,36,123,7,103,0
134,36,52,27,62,126,61,148,8,50,0
16,25,116,46,74,94,36,81,7,62,0
134,63,116,48,62,93,36,60,27,101,0
112,82,40,107,143,52,63,103,128,119,1
134,36,60,27,87,55,101,16,48,77,0
93,61,96,98,62,16,24,101,100,11,0
44,61,148,72,74,16,57,83,8,62,0
29,36,132,124,90,93,24,112,46,11,0
133,81,88,140,3,144,134,17,46,11,0
97,139,148,48,62,55,36,123,27,114,0
101,51,65,23,3,16,134,113,27,11,0
96,134,112,98,62,16,24,31,100,3,0
134,63,146,8,66,34,37,81,83,103,0
134,79,112,100,11,93,63,141,27,119,0
45,28,148,7,66,65,24,112,8,101,1
93,63,88,46,70,16,25,31,48,101,0
84,56,83,8,85,45,57,31,46,62,0
37,51,40,46,62,134,36,2,27,3,1
140,36,66,98,119,136,26,40,49,85,1
29,61,112,140,100,126,24,123,27,114,0
112,101,148,46,62,84,24,140,8,117,0
16,36,83,27,110,68,61,132,46,11,0
93,24,65,27,143,89,63,2,48,101,0
93,36,148,72,62,134,57,81,48,85,0
16,37,31,100,77,44,54,148,146,101,0
83,36,40,27,90,45,51,141,8,117,1
2,36,83,27,77,16,79,40,17,101,0
27,36,84,38,62,16,134,31,46,42,0
134,139,81,140,11,93,36,60,46,100,1
27,36,84,38,62,16,134,31,46,42,0
101,51,112,124,117,70,37,83,140,35,0
44,25,40,8,119,32,63,65,27,11,1
44,56,113,98,77,103,36,123,140,3,1
93,63,145,124,143,35,61,2,98,3,0
84,56,83,8,85,45,57,31,46,62,1
44,51,123,46,3,16,61,2,48,87,0
93,24,65,100,42,34,63,40,8,101,0
66,57,65,115,62,40,37,83,27,14,0
112,79,101,48,85,2,51,116,46,62,0
93,81,97,113,85,101,51,148,100,117,0
44,63,116,27,101,16,36,31,8,66,1
81,88,93,120,90,38,79,16,100,62,0
112,31,101,8,36,19,57,55,46,119,0
44,51,88,46,77,2,37,136,27,50,0
40,79,53,107,11,103,61,123,27,101,1
84,57,83,46,62,150,36,112,65,90,0
55,63,65,46,11,134,139,112,27,119,0
16,51,66,46,62,29,134,112,8,101,0
54,37,83,46,85,84,94,112,27,101,0
55,134,52,46,85,101,37,60,15,11,0
103,61,97,98,77,141,51,9,100,114,0
54,37,83,46,85,84,94,112,27,101,0
133,92,17,15,67,106,24,107,65,42,0
150,36,2,48,90,106,79,83,124,119,0
2,57,83,120,117,93,36,123,49,119,1
101,57,31,8,62,16,115,148,100,77,0
65,139,148,15,67,134,79,88,46,70,0
29,63,66,98,119,65,79,40,100,3,1
66,57,88,8,85,116,63,52,46,50,0
112,134,83,8,11,45,57,66,100,117,0
40,63,31,46,42,112,36,17,8,12,0
16,57,2,15,67,93,79,112,27,50,0
2,61,83,8,85,16,37,50,100,119,0
112,54,144,46,100,84,36,66,7,119,0
85,36,31,115,101,2,139,123,27,62,0
134,63,140,46,85,84,139,83,8,101,0
93,24,65,27,143,89,63,2,48,101,0
45,79,52,46,11,16,134,31,8,119,0
16,79,65,115,62,103,36,113,98,138,0
93,24,65,27,143,89,63,2,48,101,0
35,36,101,147,11,93,79,105,46,66,0
101,36,112,115,85,16,63,0,120,117,1
40,37,112,27,143,16,54,31,48,3,0
16,24,45,115,42,29,79,141,65,62,1
16,61,112,49,85,29,37,123,46,103,0
2,36,112,46,11,29,24,145,48,85,0
84,36,83,46,114,112,63,148,27,101,0
45,92,83,7,101,93,36,17,57,117,0
134,51,141,8,50,93,63,38,15,119,0
68,82,83,46,85,136,37,123,27,11,0
44,79,116,46,62,16,63,31,27,42,1
112,36,123,98,77,66,134,148,48,101,0
40,25,145,98,62,81,37,66,124,90,0
112,82,40,107,143,52,63,103,128,119,0
0,79,2,98,77,103,57,140,27,90,0
93,51,112,15,90,40,28,2,46,110,0
16,57,31,7,110,29,36,148,27,50,0
0,63,52,27,87,106,112,113,46,143,0
16,61,2,7,114,29,79,123,100,103,0
40,63,116,48,62,32,37,31,27,119,0
93,61,112,46,67,126,79,141,100,62,1
126,57,83,115,85,29,36,123,7,119,0
44,36,148,48,62,55,63,116,27,85,0
66,57,16,72,11,17,36,81,8,103,0
101,63,83,100,3,16,24,65,8,14,0
45,134,52,27,87,93,51,2,49,85,0
93,79,113,8,101,16,37,148,27,103,0
16,54,60,27,85,93,56,30,8,62,0
16,36,53,46,3,103,61,112,72,101,0
101,63,65,98,42,94,37,81,27,119,0
29,81,65,100,101,16,79,83,8,42,0
93,79,97,98,119,103,36,130,48,62,0
55,36,148,8,119,133,51,145,46,101,0
68,57,130,65,90,35,36,113,27,87,0
35,36,65,27,11,40,61,17,48,119,0
141,63,17,8,119,84,61,112,124,90,1
16,36,31,98,11,44,61,148,100,3,0
16,63,45,46,110,134,36,31,27,62,0
144,51,40,8,101,29,79,83,100,77,0
112,24,116,46,119,103,36,64,124,85,0
44,37,112,128,66,16,79,38,27,143,0
103,79,65,46,85,44,36,17,100,114,0
134,51,101,124,90,93,115,40,46,50,0
126,79,31,46,62,136,63,93,48,101,0
93,25,2,98,85,16,51,148,120,119,0
32,61,112,46,119,29,79,65,100,62,0
37,51,40,46,62,134,36,2,27,3,0
68,63,134,15,62,65,79,112,8,85,0
55,61,148,100,3,103,37,1,98,101,0
65,104,123,48,77,103,28,148,46,74,0
32,112,65,8,90,70,61,97,27,66,0
29,63,141,7,101,40,54,65,51,42,0
2,61,112,46,114,16,63,31,27,87,0
112,134,148,46,42,16,37,31,65,3,0
84,36,31,100,117,93,63,116,27,62,1
16,25,123,27,85,44,37,96,124,90,1
93,79,65,137,119,84,25,116,8,101,0
65,79,52,100,62,16,57,148,8,90,0
16,36,17,49,85,55,139,112,72,114,1
18,63,141,8,119,112,79,65,27,62,0
66,57,65,115,62,40,37,83,27,14,0
29,24,126,46,117,44,61,31,27,42,1
40,63,93,48,42,117,57,31,27,11,0
37,57,52,15,90,128,36,112,27,3,0
45,79,101,15,74,40,51,88,120,90,1
106,112,65,48,90,103,28,148,23,85,0
103,108,83,46,90,141,79,60,98,109,0
82,37,83,72,66,2,36,113,46,101,0
45,36,148,27,77,32,26,65,8,11,0
96,43,148,100,101,16,63,40,46,85,0
2,104,145,100,117,116,112,65,27,42,0
66,139,112,98,117,93,63,123,49,100,1
142,37,112,124,90,45,63,123,15,11,0
93,36,83,8,101,89,61,60,15,85,0
133,81,88,140,3,144,134,17,46,11,0
32,51,52,46,119,112,37,65,27,101,0
16,61,112,49,85,29,37,123,46,103,0
112,24,116,46,119,103,36,64,124,85,0
